code,name_pt,name_en,end_use,sterile_at_import,unit_value_usd,gross_weight,net_weight;;;;;;;;;;;
29252,Cortador de palheta -  Preto,Straw Cutter - Black,Veterinary equipment used to adjust plastic straws used in procedures such as artificial insemination/ Veterinary use. Country of origin: Brazil,NO,7.92,0.03,0.025;;;;;;;;;;;
16265,Transportador de Embriões e Oocitos - TREO,EMBRYOS AND OOCYTES TRANSPORTER TREO,Used transport Emmbryos and  oocytos,NO,1030.51,8.77,7.59;;;;;;;;;;;
31537,Transportador Versátil de Oócitos e Embriões Série V MAX ,EMBRYO AND OOCYTE TRANSPORTER – SERIE V Max,Used transport Emmbryos and  oocytos,NO,1301.69,6.1,4.2;;;;;;;;;;;
26746,Transportador de Oócitos Série C - Equino ,Oocytes transporter -serie C- EQUINES,Used transport Emmbryos and  oocytos/Equinos/Veterinary use.,NO,2550,4.75,3.89;;;;;;;;;;;
25339,Transportador Série V - TSV com 1 Bloco,EMBRYO AND OOCYTE TRANSPORTER – SERIE V ,Used transport Emmbryos and  oocytos,NO,1166.1,4.2,3.8;;;;;;;;;;;
28425,Transportador Série V - TSV com 2 blocos TE/TO ,EMBRYO AND OOCYTE TRANSPORTER – SERIE V ,Used transport Emmbryos and  oocytos,NO,1301.69,6.9,5.245;;;;;;;;;;;
30967,Embalagem e Proteção dos Aplicadores Equinos 650mm,Packaging and Protection of 650mm Equine Applicators,,NO,0,0.015,0.01;;;;;;;;;;;
30965,Embalagem e Proteção dos Aplicadores Equinos 750mm,Packaging and Protection of 750mm Equine Applicators,,NO,0,0.015,0.01;;;;;;;;;;;
27221,Transportador Versátil de Oócitos e Embriões Série V - Bovino  - TECH,Portable Oocyte/Embryo Transporter V-Tech,Portable transporter for farm oocytes/embryos,NO,1850,4.284,3.825;;;;;;;;;;;
11012,Transportador de Oócitos TO-16i,OOCYTES TRANSPORTER TO-16i,,NO,772.88,7.15,6.7;;;;;;;;;;;
10509,Transportador de Oócitos TO-12 Compact,OOCYTES TRANSPORTER  TO-12 Compact,,NO,644.07,5.25,4.95;;;;;;;;;;;
11011,Transportador de Embriões TE-200i,EMBRYO TRANSPORTER TE-200i,,NO,772.88,7.82,7.43;;;;;;;;;;;
10690,Transportador de Embriões TE-100 Compact,EMBRYO TRANSPORTER TE-100 Compact,,NO,644.07,5.7,5.14;;;;;;;;;;;
10472,Suporte para Filtro,Mount filter,Used to hold filters in laboratory/Veterinary use.Veterinary use. Country of origin: Brazil,NO,12.67,0.182,0.17;;;;;;;;;;;
"21789,""Sistema de Aspiração Folicular - 1,20 m  (Esterilizado)"",""Follicular aspiration system  - 1,20M"",""Disposable 1.2"""" aspiration line for oocyte retrieval in veterinary medicine – accessory for follicular aspiration kit/veterinary use Country of Origin: Brazil"",NO,5.76,0.011,0.01";;;;;;;;;;;
21713,Sistema Prático de Aspiração para Ovinos (Embal.),Ovum Pick-Up System-BR,Disposable hollow tube set with plastic connectors. Used for collecting oocytes from sheep/for veterinary use only. Country of origin: Brazil,NO,12.67,0.03,0.02;;;;;;;;;;;
32275,Sistema Prático de Aspiração para Ovinos - 10 mm (Embal),OPU full system 10mm,Used to collect oocytes from sheep/Veterinary use.,NO,13,0.03,0.02;;;;;;;;;;;
21006,Rolha de Aluminio para Aspiração Folicular 500 ml, Stopper for Follicular Aspiration 500 ml,Used as an accessory in oocytes collection/veterinary use only..Country of Origin: Brazil,NO,123.84,0.31,0.3;;;;;;;;;;;
10589,Rolha de Aluminio para Aspiração Folicular 50 ml,Stopper for follicular aspiration-,Used as an accessory in oocytes collection/Veterinary useCountry of Origin: Brazil,NO,133.2,0.04,0.035;;;;;;;;;;;
14398,Rack para 4 tubos de 15mL - Inclinação 45°,Rack- 4 tubes of 15mL- 45° angle,Used to keep tube warmer/Veterinary use.Aluminum Cast Country: Brazil.',NO,95,1,0.95;;;;;;;;;;;
24266,Rack para Tubos Mistos,Livestock Sample Tube Rack -MIXED TUBES,Used to keep tube warmer/Veterinary use.Country of Origin: Brazil,NO,214.62,1.4,1.355;;;;;;;;;;;
"14418,Rack de Alumínio para Microtubo Eppendorf,""Livestock Sample Tube Rack – 12 Place, 1.5 mL"",""Rack for 12 × 1.5 mL tubes, used as a holder accessory during on-farm preparation and sorting of livestock-derived samples in management operations. Re-usable, non-sterile, for agricultural use only; not for medical useRack for 12 × 1.5 mL tubes, used as a holder accessory during on-farm preparation and sorting of livestock-derived samples in management operations. Re-usable, non-sterile, for agricultural use only; not for medical use.Veterinary use.Country of Origin: Brazil"",NO,112.32,0.5,0.495";;;;;;;;;;;
14416,Rack de Alumínio para Microtubo WTA, RACK FOR MICROVIAL,Used to keep tube warmer/Veterinary use.Aluminum Cast Country: Brazil.',NO,82,0.28,0.275;;;;;;;;;;;
"14417,Rack de Alumínio para 6 Tubos 15,Tube Rack 6 Tubes 15ml,""Rack for 6×15 mL tubes, used as a holder accessory during on-farm preparation and sorting of livestock-derived samples in management operations. Re-usable, for agricultural use only; not for medical use.'Aluminum Cast Country: Brazil.'"",NO,127.8,0.463,0.4";;;;;;;;;;;
"14415,Rack de Alumínio para 2 Tubos 50,Tube Rack 2 Tubes 50ml ,""Holder for 2 x 50 mL tubes, reusable accessory for handling animal samples, for veterinary use only, not for medical use.Country of Origin: Brazil "",NO,154.53,0.485,0.47";;;;;;;;;;;
15362,Ponta do Mandril via Dupla 18G,Mandrel tip-Double way,Accessories for veterinary surgical instruments/Veterinary use,NO,122,0.006,0.004;;;;;;;;;;;
10096,Ponta do Mandril via simples  ,Mandrel tip -simple way-BR,Accessories for veterinary surgical instruments/Veterinary use.,NO,18.57,0.008,0.005;;;;;;;;;;;
10628,Ponta do Mandril via simples com tubo,MANDREL TIP - SIMPLE  WAY - WITH TUBE,,NO,32,0.003,0.002;;;;;;;;;;;
14134,Ponta do Mandril de Novilhas com Agulha 20G (Esterilizado),NEEDLE FOR ASPIRATION (HEIFER) 20G,,NO,1.55,0.003,0.002;;;;;;;;;;;
14139,Ponta do Mandril de Novilhas com Agulha 18G (Esterilizado),NEEDLE FOR ASPIRATION (HEIFER) 18G,,NO,1.55,0.003,0.002;;;;;;;;;;;
"32668,Placa de Cultivo 5 Poços,5 Well Dish for Cell Culture,""Robust polypropylene plate with five compartments, used for temporary storage and sorting of animal samples; not for medical or diagnostic purposes.Country of Origin: Brazil "",NO,31.68,0.2,0.16";;;;;;;;;;;
10499,Pedal Remoto Digital Acabado BV,DIGITAL REMOTE PEDAL BV FINISH,,NO,0,0.08,0.075;;;;;;;;;;;
"32669,Placa de Petri 60mm (Esterilizada),Petri Dish 60MM,""Plastic labware (non-electric, other articles of plastics/Veterinary use..Country of Origin: Brazil"",NO,26.1,0.18,0.18";;;;;;;;;;;
31711,Placa de Cultura 6 Poços WTA - Transparente (Embal.),6 Well Dishes-BR,Used to collect oocytes from sheep/Veterinary use.,NO,1.09,0.01,0.008;;;;;;;;;;;
13900,Pipeta de Inseminação - Pequenos Ruminantes (Esterilizada),Pipette for Artificial Insemination - Small ruminants,Used for insemination in small ruminants/Veterinary use. Country of origin: Brazil,NO,11.09,0.01,0.009;;;;;;;;;;;
29934,Palheta para Vitrificação - Vitrific (Esterilizado) PACOTE,Reed for Vitifiction - Vitrific ,Used for deep freezing of embryos/Veterinary use.Country of origin: Brazil,NO,46.08,0.005,0.004;;;;;;;;;;;
13727,Palheta para Vitrificação - Vitrific (Esterilizado),REED FOR VITRIFICATION - VITRIFIC,,NO,2.98,0.011,0.01;;;;;;;;;;;
25458,Mini Filtro para Oócitos (100u),Collector mini filter  for IVF-BR,Used to collect oocytes/Veterinary use.,NO,0.51,0.006,0.005;;;;;;;;;;;
33911,Microtubo de Cultura Celular (Esterilizado),Microvial for Cell Culture,Microvial intended for transportation and temporary handling of oocytes in livestock reproductive procedures. Veterinary use only.Country of origin: Brazil,NO,18.37,0.1,0.05;;;;;;;;;;;
20931,Mesa Aquecedora para Lupa  - Modelo Universal,Universal Heating Stage,Used in laboratory to Keep Tubes Warm/veterinary  use only ,NO,402.42,1.25,0.59;;;;;;;;;;;
28085,Mesa Aquecedora para Lupa - Modelo Universal - Estendida ,Warming plate for microscope - Extended ,Portable veterinary warming table with electronic temperature control for bovine embryo and oocyte handling procedures.Country of Origin: Brazil,NO,1281.6,2.15,2.1;;;;;;;;;;;
14082,Mesa Aquecedora - Universal,WARMING TABLE - UNIVERSAL,Used in laboratory to Keep Tubes Warm,NO,320,1.5,1.3;;;;;;;;;;;
28057,Mesa Aquecedora - SMZ 645,SMZ 645 Tech Warming Table ,Portable veterinary warming table with electronic temperature control for bovine embryo and oocyte handling procedures.Country of Origin: Brazil,NO,682.56,1.575,1.1;;;;;;;;;;;
17656,Mesa Aquecedora - Padrão,Standard Heating Stage,Used in laboratory to Keep Tubes Warm/Veterinary use only,NO,475,2.48,2.25;;;;;;;;;;;
29432,Mesa Aquecedora Compact New - TECH,Warming Table Compact ,Portable veterinary warming table with electronic temperature control for bovine embryo and oocyte handling procedures.Country of Origin: Brazil,NO,550.8,1.5,1.3;;;;;;;;;;;
28058,Mesa Aquecedora Universal para Lupa New - TECH, Universal Tech Warming Table – Farm,Universal warming table for farm-side embryo work.Country of Origin: Brazil,NO,673.08,1.5,1.3;;;;;;;;;;;
28056,Mesa Aquecedora New - TECH,Tech Standard Heating Table ,Portable veterinary warming table with electronic temperature control for bovine embryo and oocyte handling procedures.Country of Origin: Brazil,NO,646.56,2.65,2.25;;;;;;;;;;;
10228,Luva Especial G CX 100,Gloves for Palpation - Size  G – Box of 100,Disposable gloves used during veterinary palpation procedures in livestock handling operations.Country of origin: Brazil,NO,18,1.03,1.025;;;;;;;;;;;
"14441,""Linha de Aspiração Folicular 1,40 m (Esterilizada)"",""FOLLICULAR ASPIRATION LINE 1,40 M"",,NO,4.25,0.018,0.011";;;;;;;;;;;
"26002,""Linha de Aspiração Folicular 1,20 m (Esterilizada)"",""Follicular Aspiration Line - 1,20m"",""Disposable 1.2"""" aspiration line for oocyte retrieval in veterinary medicine – accessory for follicular aspiration kit/veterinary use only.Country of origin: Brazil"",NO,5.76,0.015,0.01";;;;;;;;;;;
"10183,""Lacrador 0,50 Amarelo"",""STRAW SEALING PLUG 0,50 (short)"",,NO,0.03,0.002,0.001";;;;;;;;;;;
"10049,""Lacrador 0,25 Verde"",""Straw Sealing Plug 0,25 (Green)"",Used for embryo development/Veterinary use,NO,0.21,0.0003,0.0002";;;;;;;;;;;
"29922,""Lacrador 0,25 Roxo"",""Straw Sealing Plug 0,25 (Purple)"",Used for embryo development-Plastic/Veterinary use. Country of origin: Brazil,NO,28.8,0.03,0.02";;;;;;;;;;;
"29926,""Lacrador 0,25 Laranja"",""Straw Sealing Plug 0,25 (Orange)"",Used for embryo development-Plastic/Veterinary use. Country of origin: Brazil,NO,28.8,0.03,0.02";;;;;;;;;;;
"10486,""Lacrador 0,25 Branco"",""Straw Sealing Plug 0,25 (White)"",Used for embryo development/Veterinary use,NO,0.21,0.0003,0.0002";;;;;;;;;;;
"29923,""Lacrador 0,25 Azul"",""Straw Sealing Plug 0,25 (Blue)"",Used for embryo development-Plastic/Veterinary use. Country of origin: Brazil,NO,28.8,0.03,0.02";;;;;;;;;;;
"29920,""Lacrador 0,25 Amarelo"",""Straw Sealing Plug 0,25 (Yellow)"",Used for embryo development-Plastic/Veterinary use.Country of Origin: Brazil,NO,28.8,0.03,0.02";;;;;;;;;;;
"10421,""Inovulador TE 0,50"",""TRANSFER GUNS FOR ET 0,50"",,NO,64.41,0.13,0.04";;;;;;;;;;;
"18424,""Inovulador TE 0,25 Engate Rápido  verde"",""Transfer Gun for ET 0,25 Automatic Lock - Green"",Used to inseminate embryos into cow/Veterinary use.Country of Origin: Brazil,NO,38.16,0.055,0.03";;;;;;;;;;;
"18421,""Inovulador TE 0,25 Engate Rápido  vermelho "",Transfer Gun for ET 0.25 Automatic Lock - Red ,Used to inseminate embryos into cow/Veterinary use.Country of Origin: Brazil,NO,38.16,0.055,0.03";;;;;;;;;;;
"18425,""Inovulador TE 0,25 Engate Rápido  amarelo"",""Transfer Gun For ET 0,25 Automatic Lock - Yellow "",Used to inseminate semen into cow/Veterinary use.Country of Origin: Brazil,NO,38.16,0.055,0.03";;;;;;;;;;;
"18423,""Inovulador TE 0,25 Engate Rápido  azul"",""Transfer guns for ET 0,25 Automatic Lock - Blue"",Used to inseminate semen into cow/Veterinary use.Country of Origin: Brazil,NO,38.16,0.055,0.03";;;;;;;;;;;
"16301,""Inovulador TE 0,25 Engate Rápido "",""Transfer Gun for ET 0,25 Automatic Lock - Red"",Used to inseminate sêmen into cows/Veterinary use.Country of Origin: Brazil,NO,61.6,0.06,0.04";;;;;;;;;;;
"18422,""Inovulador TE 0,25 Engate Rápido Preto"",""Transfer guns for  ET 0,25 Automatic Lock - Black"",Used to inseminate semen into cow/Veterinary use.Country of Origin: Brazil,NO,38.16,0.055,0.03";;;;;;;;;;;
"10292,""Inovulador TE 0,25"",""Transfer Guns For ET 0,25"",Used to inseminate sêmen into cows/Veterinary use.Country of Origin: Brazil,NO,64.8,0.07,0.04";;;;;;;;;;;
26614,Incubadora Portátil - LaxMix Serie V,Portable Incubator - Labmis serie  V-BR,Used for embryo development/Veterinary use.,NO,2372.88,8.145,6.56;;;;;;;;;;;
28700,Incubadora Portatil-Lab Mix TECH,Portable Incubator-Labmix serie V tech-BR,Incubator for veterinary oocytes/embryos/Veterinary use,NO,3700,8.4,7;;;;;;;;;;;
22412,Incubadora de Bancada - EVE 1 Tampa Alta,Benchtop Incubator EVE – ,Benchtop incubator for in vitro fertilization procedures and veterinary cell culture.Country of Origin: Brazil,NO,8316,18.04,14.85;;;;;;;;;;;
22920,Incubadora Modular de Bancada EVE- Modular- Tampa Alta,Benchtop Incubator EVE – Farm IVF,Benchtop incubator for farm-side IVF,NO,2400,7.65,5.65;;;;;;;;;;;
12419,Incubadora de Bancada - EVE,BENCH INCUBATOR - EVE,Used for embryo development,NO,7864.41,35.8,21;;;;;;;;;;;
10109,Haste do Mandril,Mandrel rod-BR,Used as na acessory in oocytes collection/Veterinary use.Country of Origin: Brazil,NO,20.81,0.067,0.065;;;;;;;;;;;
24861,HASTE DO ASPIC COLADA ,ASPIC ROD,,NO,0,0.005,0.004;;;;;;;;;;;
11100,Haste para Aspiração - Pequenos Ruminantes,Rod For Aspiration-Small Ruminants,Component used as an accessory during oocyte collection procedures in small ruminants. Veterinary use only.Country of Origin: Brazil (BR),NO,122.06,0.09,0.035;;;;;;;;;;;
14735,Guia de Aspiração Chison,OPU HANDLE CHISON C15616S / MC6-A,Used to collect oocytes from cows -VETERINARY USE ONLY,NO,2100,1.17,0.9;;;;;;;;;;;
"24376,Guia de Aspiração Sonoscape,OPU handle c613,""Polymer follicular aspiration guide for bovine oocyte collection, compatible with microconvex ultrasound transducers, for veterinary use only.Country of Origin: Brazil"",NO,2064.9,1.17,0.9";;;;;;;;;;;
21575,Guia de Aspiração GE 8C RS,OPU HANDLE GE 8C RS,Used to collect oocytes from cows ,NO,0,1.32,1.21;;;;;;;;;;;
10283,Guia de Aspiração,OPU Handle  Microconvexo ,Used to collect oocytes from cows/veterinary use only,NO,1520,1.17,0.9;;;;;;;;;;;
10370,Guia de Aspiração,ASPIRATION GUIDE,Used to collect oocytes from cows ,NO,705.08,1.17,0.9;;;;;;;;;;;
10191,Guia da Agulha,NEEDLE GUIDE,Used to collect oocytes from cow ovary,NO,5.83,0.003,0.002;;;;;;;;;;;
12331,Garfo para Vitrificação (Esterilizado),FORK FOR VITRIFICATION,,NO,1.36,0.011,0.009;;;;;;;;;;;
13124,Fonte Universal 120W c/Cabo Veicular e Conector  3 Vias,POWER ADAPTER,,NO,12.2,0.25,0.2;;;;;;;;;;;
10372,Filtro para Bomba de Vácuo,Vacuum Pump Filter BR ,Filter used as a consumable component in portable animal reproduction equipment for filtration during animal handling procedures. For veterinary use only..Country of Origin: Brazil ,NO,30.89,0.125,0.12;;;;;;;;;;;
10043,Filtro Coletor para TE (Esterilizado),Collector Filter for Embryos,Filtering/Separation of liquids (precision filter use)/Veterinary use Country of Origin: Brazil,NO,7.03,0.095,0.06;;;;;;;;;;;
10042,Filtro Coletor para FIV (Esterilizado),Collector Filter for Oocytes ,Filtering/Separation of liquids (precision filter use)/Veterinary use Country of Origin: Brazil,NO,7.03,0.065,0.045;;;;;;;;;;;
10092,Expansor Cervical - ,CERVICAL EXPANDER - ,Veterinary cervical dilator designed for use during bovine artificial insemination procedures to assist cervical dilation. For veterinary use only.Country of Origin: Brazil,NO,36,0.2,0.1;;;;;;;;;;;
13889,Estabilizador de Meios - Adam,MEDIA STABILIZER ,Used for the cultivation of embryos and cells/veterinary use only,NO,1016.95,8,6.9;;;;;;;;;;;
18530,Descongelador de Sêmen e Embriões - DSM  Azul,Semen Thawing Unit – Blue,Used to defrost bovine embryos and sêmen,NO,80,0.95,0.575;;;;;;;;;;;
20898,Descongelador de Sêmen e Embriões - DSM - ABS,SEMEN AND EMBRYOS THAW - Pink,Used to defrost bovine embryos and semen/veterinary use only,NO,93.02,0.95,0.575;;;;;;;;;;;
24397,Descongelador de Sêmen e Embriões - DSM - azul tech,Thaw Unit Blue ,Veterinary semen and embryo thawing unit with digital temperature control for bovine reproduction procedures.Country of Origin: Brazil,NO,134.04,1.35,1.05;;;;;;;;;;;
24396,Descongelador de Sêmen e Embriões - LARANJA ,Thaw Unit Orange ,Veterinary semen and embryo thawing unit with digital temperature control for bovine reproduction procedures.Country of Origin: Brazil,NO,134.04,1.35,1.05;;;;;;;;;;;
25115,Descongelador TECH de Sêmen e Embriões com Bateria - DSM (Verde),SEMEN AND EMBRYOS THAW -GREEN B,Used to defrost bovine embryos and sêmen,NO,0,1.35,1.05;;;;;;;;;;;
24391,Descongelador TECH de Sêmen e Embriões  - DSM (Preto),Thaw Unit Black ,Veterinary semen and embryo thawing unit with digital temperature control for bovine reproduction procedures.Country of Origin: Brazil,NO,134.04,1.35,1.05;;;;;;;;;;;
25110,Descongelador TECH de Sêmen e Embriões com Bateria - DSM (Vermelho),SEMEN AND EMBRYOS THAW-Red B,Used to defrost bovine embryos and sêmen,NO,0,1.55,1.25;;;;;;;;;;;
24393,Descongelador de Sêmen e Embriões - DSM - Vermelho tech, Thaw Unit Red,Veterinary semen and embryo thawing unit with digital temperature control for bovine reproduction procedures.Country of Origin: Brazil,NO,134.04,1.35,1.05;;;;;;;;;;;
12130,Descongelador de Sêmen e Embriões - DS,SEMEN AND EMBRYOS THAW,Used to defrost bovine embryos and sêmen,NO,93.02,0.9,0.8;;;;;;;;;;;
24394,Descongelador de Sêmen e Embriões - VERDE,Thaw Unit Green,Veterinary semen and embryo thawing unit with digital temperature control for bovine reproduction procedures.Country of Origin: Brazil,NO,134.04,1.35,1.05;;;;;;;;;;;
18621,Descongelador TECH de Sêmen e Embriões - DSM (Vermelho),Semen and Embryo Thaw Unit - Red,Used to defrost bovine embryos and semen/veterinary use only,NO,93.2,0.95,0.575;;;;;;;;;;;
13459,Camisinha Probe Retal,SANITARY SHEATH FOR TRANSDUCTOR,Used in Ovuum Pick-up for portection,NO,5.69,0.22,0.199;;;;;;;;;;;
31190,Camisinha Probe Retal,Sanitary Chemise for Rectal Probe,Used in Ovuum Pick-up for protection/Veterinary use.Country of origin: Brazil,NO,7.92,0.15,0.125;;;;;;;;;;;
31189,Camisinha Aspiração Folicular OPU,Sanitary Chemise for Follicular Aspiration ,Used in Ovuum Pick-up for protection/veterinary use only.Country of Origin: Brazil,NO,7.92,0.2,0.195;;;;;;;;;;;
30691,Case para Kit de Inseminação,Case For IA Kit,(USED TO TRANSPORT AI PRODUCTS),NO,0,0.9,1;;;;;;;;;;;
29421,Case para Kit de TE,Case For ET Kit,(USED TO TRANSPORT AI PRODUCTS),NO,0,2.025,2.03;;;;;;;;;;;
29253,Cortador de palheta -  Laranja,Straw Cutter - Orange,Veterinary equipment used to adjust plastic straws used in procedures such as artificial insemination/ Veterinary use.Country of Origin: Brazil ,NO,7.92,0.03,0.025;;;;;;;;;;;
29251,Cortador de palheta -  verde,Straw Cutter - Green,Veterinary equipment used to adjust plastic straws used in procedures such as artificial insemination/ Veterinary use.Country of Origin: Brazil ,NO,7.92,0.03,0.025;;;;;;;;;;;
28307,Congelador de Embriões - Allice,Farm Embryo Freezer - Allice,Farm embryo freezer for field embryo storage,NO,2120,4.35,4.3;;;;;;;;;;;
14206,Brinco para Rastreamento Pequeno,EAR TAG FOR TRACKING - MALE,,NO,0.17,0.005,0.004;;;;;;;;;;;
14201,Brinco para Rastreamento Médio,EAR TAG FOR TRACKING - SMALL,,NO,0.2,0.006,0.005;;;;;;;;;;;
14195,Brinco para Rastreamento Grande,EAR TAG FOR TRACKING - BIG,,NO,0.22,0.008,0.007;;;;;;;;;;;
14107,Brinco para Rastreamento Maxi,EAR TAG FOR TRACKING - MAXI,,NO,0.33,0.014,0.013;;;;;;;;;;;
27596,Bomba de Vácuo com Aquecedor de Tubo 500ml Quadrado,Vacuum Pump - BVD-005D SQUARE 500ml,Designed for follicular aspiration procedures in cows/veterinary use only,NO,1360,4.85,3.45;;;;;;;;;;;
31641,Bomba de Vácuo para Aspiração Folicular-Garrafa Quadrada de 500mL- Equinos-TECH,Vacuum Pump for OPU Equine  (SQUARE),Veterinary vacuum pump for follicular aspiration procedures in equine reproduction. Country of Origin: Brazil,NO,1846.8,5.24,4;;;;;;;;;;;
31640,Bomba de Vácuo com Aquecedor de Tubo 500ml Redondo tech,Vacuum Pump for OPU - Equine (ROUND),Veterinary vacuum pump for follicular aspiration procedures in equine reproduction. Country of Origin: Brazil,NO,1846.8,4.85,3.45;;;;;;;;;;;
29757,Bomba de Vácuo com Aquecedor de Tubo 500ml Redondo,VACUUM PUMP - BVD-005D ROUND 500ml,(Used to collect oocytes from cow),NO,1872.5,4.85,3.45;;;;;;;;;;;
23187,Bomba de Vácuo ,Vacuum Pump,Used to collect oocytes from cow.Country of Origin: Brazil,NO,1360,5.24,4.5;;;;;;;;;;;
28065,Bomba de Vácuo para Aspiração Folicular - Bovinos - TECH,Vacuum Pump for OPU - Bovinee,Veterinary vacuum pump for follicular aspiration procedures in bovine reproduction. Country of Origin: Brazil,NO,1846.8,4.06,3.04;;;;;;;;;;;
12762,Bomba de Vácuo - BV-003d (Bivolt),VACUUM PUMP,,NO,1159.32,5.24,4.5;;;;;;;;;;;
10084,Bloco Vitrificador,VITRIFIER BLOCK,,NO,244.07,0.99,0.96;;;;;;;;;;;
"10415,""Bainha para TE 0,50 - Equinos (Esterilizada)"",""Sheath for  ET 0,50 - Equines"",""Embryo transfer sheath, plastic tip, for equine transcervical use/veterinary use only. Country of origin: Brazil"",NO,3.17,0.015,0.01";;;;;;;;;;;
"10384,""Bainha para TE 0,25 - Equinos (Esterilizada)"",""Sheath for  ET 0,25 - Equines"",Used to transfer embryos in equine/Veterinary use.Country of Origin: Brazil,NO,2,0.02,0.015";;;;;;;;;;;
"25496,""Bainha para TE 0,25 - Bovinos - Ponta Plástica (Esterilizada) PACOTE"",Bovine ET Sheath 0.25 (Plastic Tip),""Embryo transfer sheath, plastic tip, for bovine transcervical use/veterinary use only.Country of origin: Brazil"",NO,3.96,0.03,0.025";;;;;;;;;;;
"13136,""Bainha para TE 0,25 - Bovinos - Ponta Plástica (Esterilizada)"",""SHEATH FOR ET 0,25 - BOVINES - PLASTIC TIP "",,NO,0.41,0.004,0.003";;;;;;;;;;;
"10041,""Bainha para TE 0,25 - Bovinos - Ponta Inox (Esterilizada)"",""SHEATH FOR ET 0,25 - BOVINES - INOX TIP"",,NO,1.06,0.007,0.006";;;;;;;;;;;
"29943,""Bainha para TE  0,25 Bovina com camisinha "",""Embryo Transfer Sheath 0,25 Plastic (with Sanitary Chemise)-"",Used inseminate Embryo in cows/Veterinary use.Country of Origin: Brazil,NO,11.72,0.006,0.005";;;;;;;;;;;
23594,Bainha Evolution para Inseminação Artificial - Bovinos ,Artificial Insemination Sheath - Evolution (bovines),Veterinary Use,NO,3.96,0.12,0.115;;;;;;;;;;;
"26043,Bainha 3W para Inseminação Artificial - Bovinos ,Artificial Insemination Sheath - 3W ,""Disposable item for field use, consisting of a plastic rod, used as a consumable accessory in animal handling operations in bovine production environments.";;;;;;;;;;;
"Not intended for medical use. Country of origin: Brazil"",NO,7.92,0.125,0.12";;;;;;;;;;;
"28801, Bainha 3W para Inseminação Artificial - Novilhas,Artificial Insemination Sheath Heifers - 3W ,""Disposable item for field use, consisting of a plastic rod, used as a consumable accessory in animal handling operations in heifer production environments.";;;;;;;;;;;
"Not intended for medical use. Country of origin: Brazil"",NO,7.92,0.095,0.09";;;;;;;;;;;
"15469,Bainha Flexível para IA Saída Lateral - 75 cm (Esterilizada),""Side Delivery 0.5ml ET Sheath with Metallic Head, sterile, 75cm"",,NO,0,0.013,0.012";;;;;;;;;;;
"15468,Bainha Flexível para IA Saída Lateral - 65 cm (Esterilizada),""Side Delivery 0.5ml ET Sheath with Metallic Head, sterile, 65cm"",,NO,0,0.012,0.01";;;;;;;;;;;
"15467,Bainha Flexível para IA Saída Frontal - 75 cm (Esterilizada),""Front Delivery 0.5ml ET Sheath with Metallic Head, sterile, 75cm"",,NO,0,0.013,0.012";;;;;;;;;;;
"15466,Bainha Flexível para IA Saída Frontal - 65 cm (Esterilizada),""Front Delivery 0.5ml ET Sheath with Metallic Head, sterile, 65cm"",,NO,0,0.012,0.01";;;;;;;;;;;
14549,Bainha Flexível para IA - 75 cm (Esterilizada),Universal A.I pipeta with flexible shaft 75cm,Used to inseminate semen in equine/Veterinary use. Country of origin: Brazil,NO,3.17,0.021,0.02;;;;;;;;;;;
"14548,Bainha Flexivel para IA - 65 cm (Esterilizada),""Universal A.I pipeta with flexible shaft  , 65cm"",Used to inseminate semen in equine/Veterinary use. Country of origin: Brazil,NO,1.75,0.021,0.02";;;;;;;;;;;
29435,Aquecedor de Filtro ,WARMING FILTER,Tube or filter heater for veterinary and laboratory use. Keeps biological samples at a constant temperature during transport or procedures-VETERINARY USE ONLY,NO,766,1.155,1.1;;;;;;;;;;;
29434,Aquecedor de Tubo Misto  TECH,Field Tube Heater Mixed Tech,Field tube heater for cattle AI warm-up,NO,450,5.49,4.89;;;;;;;;;;;
18032,Aquecedor de Tubo Misto ,TUBE HEATER MIXED,Tubular field heater for heating cattle during artificial insemination/veterinary use only,NO,382.49,3.3,2.43;;;;;;;;;;;
29433,Aquecedor de Tubo 50 - ATi,Field Tube Heater  50 ml Tech,Field tube heater for cattle AI warm-up.Country of Origin: Brazil,NO,450,5.49,4.89;;;;;;;;;;;
20435,Mesa Aquecedora Compacta,Compact Heating Stage,Used in laboratory to Keep Tubes Warm/Veterinary use inly,NO,402.42,1.4,0.695;;;;;;;;;;;
29291,Aquecedor de Bolso AB-Verde,Pocket Heater Green ,Pocket heater for farm-side tube warming.Country of Origin: Brazil,NO,273.6,0.5,0.4;;;;;;;;;;;
29391,Aquecedor de Bolso - AB - Azul - Tech,Pocket Heater Blue – ,Portable heater for maintaining the temperature of laboratory tubes used in veterinary procedures.Country of Origin: Brazil,NO,273.6,0.5,0.4;;;;;;;;;;;
24390,Aquecedor de Bolso - AB - vermelho - Tech,Pocket Heater Red ,Portable heater for maintaining the temperature of laboratory tubes used in veterinary procedures.Country of Origin: Brazil,NO,273.6,0.5,0.4;;;;;;;;;;;
21449,Aquecedor de Bolso - AB,Pocket Heater  - RED,Pocket heater for farm-side tube warming.Country of Origin: Brazil,NO,200,0.64,0.18;;;;;;;;;;;
29292,Aquecedor de Bolso - AB-Laranja ,Pocket Heater Orange –,Portable heater for maintaining the temperature of laboratory tubes used in veterinary procedures.Country of Origin: Brazil,NO,273.6,0.5,0.4;;;;;;;;;;;
